요일,기상상태,도로형태,노면상태,사고유형,주소,연휴,년도,월,일,시간,설치장소,설치개수,CCTV설치대수,급지구분_1,급지구분_2,급지구분_3
수요일,비,주차장 - 주차장,젖음/습기,차대사람,달서구 월성동,0,2022,7,13,21,22.0,164.0,0.0,0.0,1.0,0.0
수요일,흐림,교차로 - 교차로안,젖음/습기,차대차,북구 산격동,0,2022,7,13,22,12.0,968.0,34.0,0.0,29.0,13.0
수요일,비,단일로 - 기타,젖음/습기,차대차,수성구 황금동,0,2022,7,13,23,9.0,0.0,0.0,0.0,2.0,1.0
수요일,흐림,교차로 - 교차로부근,젖음/습기,차대차,달서구 감삼동,0,2022,7,13,23,12.0,932.0,0.0,0.0,1.0,3.0
목요일,맑음,교차로 - 교차로안,건조,차대차,수성구 신매동,0,2022,7,14,0,11.0,0.0,0.0,0.0,2.0,1.0
목요일,맑음,단일로 - 기타,건조,차대사람,달서구 이곡동,0,2022,7,14,5,23.0,404.0,0.0,0.0,1.0,1.0
목요일,맑음,교차로 - 교차로안,건조,차대차,서구 평리동,0,2022,7,14,6,12.0,0.0,0.0,0.0,12.0,9.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 진천동,0,2022,7,14,7,9.0,627.0,0.0,0.0,1.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,달성군 옥포읍,0,2022,7,14,8,23.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대사람,달서구 장동,0,2022,7,14,8,1.0,210.0,0.0,0.0,0.0,1.0
목요일,흐림,교차로 - 교차로부근,건조,차대차,동구 진인동,0,2022,7,14,9,1.0,165.0,0.0,0.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 장동,0,2022,7,14,10,1.0,210.0,0.0,0.0,0.0,1.0
목요일,맑음,교차로 - 교차로안,건조,차대차,남구 봉덕동,0,2022,7,14,11,24.0,1424.0,34.0,9.0,3.0,0.0
목요일,맑음,단일로 - 기타,건조,차대차,수성구 연호동,0,2022,7,14,11,0.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,교차로 - 교차로안,건조,차대차,달서구 상인동,0,2022,7,14,11,30.0,843.0,0.0,0.0,0.0,5.0
목요일,맑음,주차장 - 주차장,건조,차대사람,수성구 만촌동,0,2022,7,14,12,15.0,0.0,0.0,0.0,0.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,북구 구암동,0,2022,7,14,13,11.0,273.0,36.0,0.0,0.0,7.0
목요일,맑음,단일로 - 기타,건조,차량단독,북구 서변동,0,2022,7,14,13,9.0,237.0,17.0,0.0,0.0,3.0
목요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,남구 이천동,0,2022,7,14,15,8.0,556.0,22.0,3.0,0.0,0.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,동구 신천동,0,2022,7,14,15,11.0,1039.0,0.0,7.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 상인동,0,2022,7,14,15,30.0,843.0,0.0,0.0,0.0,5.0
목요일,맑음,교차로 - 교차로안,건조,차대차,달성군 현풍읍,0,2022,7,14,15,15.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대사람,중구 동인동4가,0,2022,7,14,15,2.0,208.0,12.0,4.0,0.0,0.0
목요일,맑음,교차로 - 교차로안,건조,차대차,수성구 범물동,0,2022,7,14,16,7.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대사람,수성구 수성동1가,0,2022,7,14,16,4.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,남구 대명동,0,2022,7,14,17,62.0,5377.0,106.0,20.0,1.0,0.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 신당동,0,2022,7,14,18,12.0,528.0,0.0,0.0,3.0,3.0
목요일,맑음,단일로 - 기타,건조,차대차,달서구 송현동,0,2022,7,14,19,17.0,1365.0,0.0,0.0,7.0,7.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,북구 동천동,0,2022,7,14,19,3.0,70.0,14.0,0.0,0.0,7.0
목요일,맑음,교차로 - 교차로안,건조,차대차,달성군 현풍읍,0,2022,7,14,20,15.0,0.0,0.0,0.0,0.0,0.0
목요일,맑음,단일로 - 기타,건조,차대차,서구 내당동,0,2022,7,14,20,8.0,0.0,0.0,0.0,18.0,0.0
목요일,맑음,단일로 - 기타,건조,차대사람,달성군 유가읍,0,2022,7,14,22,16.0,454.0,0.0,0.0,0.0,2.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,북구 복현동,0,2022,7,14,22,10.0,534.0,32.0,0.0,9.0,5.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,동구 신천동,0,2022,7,14,23,11.0,1039.0,0.0,7.0,0.0,0.0
목요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 송현동,0,2022,7,14,23,17.0,1365.0,0.0,0.0,7.0,7.0
금요일,맑음,단일로 - 기타,건조,차대차,수성구 상동,0,2022,7,15,1,4.0,700.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,달서구 성당동,0,2022,7,15,1,6.0,46.0,0.0,0.0,1.0,2.0
금요일,맑음,단일로 - 기타,건조,차대사람,중구 남산동,0,2022,7,15,7,12.0,1474.0,61.0,12.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,남구 이천동,0,2022,7,15,8,8.0,556.0,22.0,3.0,0.0,0.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 범어동,0,2022,7,15,8,12.0,0.0,0.0,1.0,3.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 대천동,0,2022,7,15,8,7.0,108.0,0.0,0.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,중구 서성로1가,0,2022,7,15,8,1.0,35.0,0.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,북구 매천동,0,2022,7,15,8,3.0,138.0,14.0,0.0,0.0,0.0
금요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,수성구 수성동4가,0,2022,7,15,9,1.0,0.0,0.0,1.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,0,2022,7,15,9,12.0,0.0,0.0,1.0,3.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 장기동,0,2022,7,15,9,11.0,335.0,0.0,0.0,2.0,1.0
금요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,북구 관음동,0,2022,7,15,9,2.0,217.0,22.0,0.0,14.0,1.0
금요일,맑음,교차로 - 교차로안,건조,차대차,동구 신기동,0,2022,7,15,10,1.0,239.0,0.0,0.0,0.0,2.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,동구 동호동,0,2022,7,15,10,1.0,205.0,0.0,0.0,0.0,1.0
금요일,맑음,단일로 - 기타,건조,차대차,중구 삼덕동2가,0,2022,7,15,10,3.0,150.0,9.0,16.0,0.0,0.0
금요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,북구 동천동,0,2022,7,15,11,3.0,70.0,14.0,0.0,0.0,7.0
금요일,맑음,단일로 - 기타,건조,차대차,남구 대명동,0,2022,7,15,12,62.0,5377.0,106.0,20.0,1.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,수성구 수성동1가,0,2022,7,15,12,4.0,0.0,0.0,0.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,동구 율하동,0,2022,7,15,13,8.0,407.0,0.0,0.0,0.0,4.0
금요일,맑음,단일로 - 기타,건조,차대사람,서구 내당동,0,2022,7,15,13,8.0,0.0,0.0,0.0,18.0,0.0
금요일,맑음,단일로 - 기타,건조,차대차,동구 방촌동,0,2022,7,15,15,4.0,917.0,0.0,0.0,0.0,2.0
금요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,달서구 상인동,0,2022,7,15,15,30.0,843.0,0.0,0.0,0.0,5.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,달성군 화원읍,0,2022,7,15,15,39.0,940.0,18.0,0.0,0.0,14.0
금요일,맑음,기타 - 기타,건조,차대차,달서구 이곡동,0,2022,7,15,15,23.0,404.0,0.0,0.0,1.0,1.0
금요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,서구 비산동,0,2022,7,15,16,14.0,0.0,0.0,6.0,30.0,13.0
금요일,맑음,단일로 - 기타,건조,차대차,중구 수창동,0,2022,7,15,16,3.0,86.0,12.0,6.0,0.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,동구 율하동,0,2022,7,15,17,8.0,407.0,0.0,0.0,0.0,4.0
금요일,맑음,교차로 - 교차로안,건조,차대차,서구 비산동,0,2022,7,15,17,14.0,0.0,0.0,6.0,30.0,13.0
금요일,맑음,단일로 - 기타,건조,차대차,중구 동인동3가,0,2022,7,15,17,1.0,282.0,0.0,1.0,0.0,0.0
금요일,맑음,단일로 - 기타,건조,차량단독,북구 복현동,0,2022,7,15,18,10.0,534.0,32.0,0.0,9.0,5.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 용산동,0,2022,7,15,18,33.0,480.0,0.0,0.0,2.0,2.0
금요일,맑음,교차로 - 교차로안,건조,차대사람,달서구 호산동,0,2022,7,15,18,10.0,213.0,0.0,0.0,0.0,1.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 월성동,0,2022,7,15,18,22.0,164.0,0.0,0.0,1.0,0.0
금요일,맑음,교차로 - 교차로안,건조,차대차,달서구 용산동,0,2022,7,15,18,33.0,480.0,0.0,0.0,2.0,2.0
금요일,맑음,단일로 - 기타,건조,차대차,달서구 용산동,0,2022,7,15,19,33.0,480.0,0.0,0.0,2.0,2.0
금요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,달서구 용산동,0,2022,7,15,19,33.0,480.0,0.0,0.0,2.0,2.0
금요일,흐림,단일로 - 기타,건조,차대사람,달서구 도원동,0,2022,7,15,20,13.0,91.0,0.0,0.0,0.0,2.0
금요일,맑음,교차로 - 교차로안,건조,차대차,북구 동천동,0,2022,7,15,20,3.0,70.0,14.0,0.0,0.0,7.0
금요일,맑음,교차로 - 교차로부근,건조,차대차,북구 태전동,0,2022,7,15,22,9.0,306.0,50.0,0.0,14.0,1.0
토요일,맑음,기타 - 기타,건조,차대사람,달서구 성당동,1,2022,7,16,0,6.0,46.0,0.0,0.0,1.0,2.0
토요일,맑음,단일로 - 기타,건조,차대차,중구 공평동,1,2022,7,16,0,2.0,71.0,0.0,4.0,0.0,0.0
토요일,맑음,단일로 - 고가도로위,건조,차대차,남구 대명동,1,2022,7,16,2,62.0,5377.0,106.0,20.0,1.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 수성동4가,1,2022,7,16,2,1.0,0.0,0.0,1.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,서구 평리동,1,2022,7,16,7,12.0,0.0,0.0,0.0,12.0,9.0
토요일,맑음,교차로 - 교차로안,건조,차대차,남구 대명동,1,2022,7,16,8,62.0,5377.0,106.0,20.0,1.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,1,2022,7,16,10,12.0,0.0,0.0,1.0,3.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,달성군 화원읍,1,2022,7,16,10,39.0,940.0,18.0,0.0,0.0,14.0
토요일,맑음,단일로 - 기타,건조,차대차,서구 내당동,1,2022,7,16,10,8.0,0.0,0.0,0.0,18.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,북구 읍내동,1,2022,7,16,10,7.0,369.0,49.0,0.0,13.0,2.0
토요일,맑음,교차로 - 교차로안,건조,차대차,수성구 범어동,1,2022,7,16,11,12.0,0.0,0.0,1.0,3.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,달성군 하빈면,1,2022,7,16,11,12.0,790.0,0.0,0.0,0.0,1.0
토요일,맑음,교차로 - 교차로안,건조,차대차,동구 율하동,1,2022,7,16,13,8.0,407.0,0.0,0.0,0.0,4.0
토요일,맑음,교차로 - 교차로안,건조,차대차,달서구 상인동,1,2022,7,16,13,30.0,843.0,0.0,0.0,0.0,5.0
토요일,맑음,단일로 - 기타,건조,차대사람,북구 노원동1가,1,2022,7,16,13,1.0,197.0,6.0,9.0,3.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,남구 대명동,1,2022,7,16,14,62.0,5377.0,106.0,20.0,1.0,0.0
토요일,맑음,교차로 - 교차로안,건조,차대차,북구 산격동,1,2022,7,16,14,12.0,968.0,34.0,0.0,29.0,13.0
토요일,맑음,단일로 - 기타,건조,차대차,동구 효목동,1,2022,7,16,15,4.0,1164.0,0.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,북구 산격동,1,2022,7,16,15,12.0,968.0,34.0,0.0,29.0,13.0
토요일,맑음,기타 - 기타,건조,차대차,수성구 매호동,1,2022,7,16,16,2.0,0.0,0.0,0.0,1.0,0.0
토요일,맑음,교차로 - 교차로부근,건조,차대차,북구 침산동,1,2022,7,16,16,16.0,732.0,23.0,8.0,15.0,2.0
토요일,맑음,단일로 - 교량,건조,차대차,달성군 다사읍,1,2022,7,16,17,52.0,876.0,4.0,0.0,0.0,2.0
토요일,맑음,단일로 - 기타,건조,차량단독,달성군 다사읍,1,2022,7,16,18,52.0,876.0,4.0,0.0,0.0,2.0
토요일,맑음,기타 - 기타,건조,차대차,북구 동천동,1,2022,7,16,18,3.0,70.0,14.0,0.0,0.0,7.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 상동,1,2022,7,16,19,4.0,700.0,0.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,달서구 송현동,1,2022,7,16,19,17.0,1365.0,0.0,0.0,7.0,7.0
토요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,북구 매천동,1,2022,7,16,20,3.0,138.0,14.0,0.0,0.0,0.0
토요일,맑음,단일로 - 기타,건조,차대차,수성구 신매동,1,2022,7,16,21,11.0,0.0,0.0,0.0,2.0,1.0
토요일,맑음,단일로 - 기타,건조,차대차,북구 노원동3가,1,2022,7,16,21,2.0,671.0,0.0,0.0,15.0,14.0
일요일,맑음,기타 - 기타,건조,차대차,달성군 다사읍,1,2022,7,17,0,52.0,876.0,4.0,0.0,0.0,2.0
일요일,맑음,단일로 - 기타,건조,차대차,달성군 구지면,1,2022,7,17,2,12.0,579.0,4.0,0.0,0.0,4.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달서구 두류동,1,2022,7,17,5,12.0,1290.0,0.0,0.0,3.0,3.0
일요일,맑음,기타 - 기타,건조,차대차,달성군 논공읍,1,2022,7,17,6,18.0,1153.0,4.0,0.0,0.0,29.0
일요일,맑음,단일로 - 기타,건조,차대차,달성군 논공읍,1,2022,7,17,8,18.0,1153.0,4.0,0.0,0.0,29.0
일요일,맑음,교차로 - 교차로안,건조,차대차,동구 율하동,1,2022,7,17,11,8.0,407.0,0.0,0.0,0.0,4.0
일요일,맑음,교차로 - 교차로부근,건조,차대차,북구 태전동,1,2022,7,17,11,9.0,306.0,50.0,0.0,14.0,1.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 용계동,1,2022,7,17,12,3.0,352.0,0.0,0.0,0.0,0.0
일요일,맑음,단일로 - 기타,건조,차대차,달서구 송현동,1,2022,7,17,12,17.0,1365.0,0.0,0.0,7.0,7.0
일요일,맑음,단일로 - 기타,건조,차대사람,수성구 지산동,1,2022,7,17,14,7.0,0.0,0.0,0.0,0.0,2.0
일요일,맑음,단일로 - 기타,건조,차대차,달성군 다사읍,1,2022,7,17,15,52.0,876.0,4.0,0.0,0.0,2.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달성군 논공읍,1,2022,7,17,17,18.0,1153.0,4.0,0.0,0.0,29.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 신암동,1,2022,7,17,18,12.0,2064.0,0.0,0.0,1.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달서구 대곡동,1,2022,7,17,18,13.0,136.0,0.0,0.0,0.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대사람,달성군 가창면,1,2022,7,17,18,17.0,1123.0,0.0,0.0,0.0,2.0
일요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,북구 산격동,1,2022,7,17,19,12.0,968.0,34.0,0.0,29.0,13.0
일요일,맑음,교차로 - 교차로안,건조,차대차,북구 구암동,1,2022,7,17,20,11.0,273.0,36.0,0.0,0.0,7.0
일요일,맑음,단일로 - 기타,건조,차대차,동구 신암동,1,2022,7,17,21,12.0,2064.0,0.0,0.0,1.0,0.0
일요일,맑음,교차로 - 교차로안,건조,차대차,달서구 상인동,1,2022,7,17,21,30.0,843.0,0.0,0.0,0.0,5.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 산격동,0,2022,7,18,3,12.0,968.0,34.0,0.0,29.0,13.0
월요일,비,교차로 - 교차로부근,젖음/습기,차대차,동구 율하동,0,2022,7,18,5,8.0,407.0,0.0,0.0,0.0,4.0
월요일,맑음,단일로 - 기타,건조,차대사람,수성구 상동,0,2022,7,18,7,4.0,700.0,0.0,0.0,0.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대차,수성구 시지동,0,2022,7,18,7,4.0,0.0,0.0,0.0,0.0,0.0
월요일,비,단일로 - 기타,젖음/습기,차대차,달서구 본리동,0,2022,7,18,7,11.0,258.0,0.0,0.0,3.0,1.0
월요일,맑음,단일로 - 기타,건조,차대차,동구 신암동,0,2022,7,18,8,12.0,2064.0,0.0,0.0,1.0,0.0
월요일,비,기타 - 기타,젖음/습기,차대차,수성구 범어동,0,2022,7,18,8,12.0,0.0,0.0,1.0,3.0,0.0
월요일,비,기타 - 기타,젖음/습기,차대차,수성구 만촌동,0,2022,7,18,8,15.0,0.0,0.0,0.0,0.0,3.0
월요일,비,단일로 - 기타,젖음/습기,차대차,중구 문화동,0,2022,7,18,8,1.0,38.0,0.0,5.0,0.0,0.0
월요일,비,단일로 - 기타,젖음/습기,차대차,북구 칠성동1가,0,2022,7,18,9,2.0,79.0,0.0,11.0,0.0,0.0
월요일,비,기타 - 기타,젖음/습기,차대차,수성구 파동,0,2022,7,18,10,10.0,769.0,0.0,0.0,0.0,0.0
월요일,비,단일로 - 기타,젖음/습기,차대차,동구 신천동,0,2022,7,18,11,11.0,1039.0,0.0,7.0,0.0,0.0
월요일,비,단일로 - 교량,젖음/습기,차량단독,수성구 파동,0,2022,7,18,11,10.0,769.0,0.0,0.0,0.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대차,수성구 두산동,0,2022,7,18,11,4.0,473.0,0.0,0.0,0.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대차,동구 신암동,0,2022,7,18,12,12.0,2064.0,0.0,0.0,1.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대차,동구 신암동,0,2022,7,18,12,12.0,2064.0,0.0,0.0,1.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대사람,동구 지저동,0,2022,7,18,12,1.0,420.0,0.0,0.0,0.0,3.0
월요일,비,단일로 - 기타,젖음/습기,차대사람,수성구 만촌동,0,2022,7,18,12,15.0,0.0,0.0,0.0,0.0,3.0
월요일,비,단일로 - 기타,젖음/습기,차대사람,서구 내당동,0,2022,7,18,12,8.0,0.0,0.0,0.0,18.0,0.0
월요일,비,기타 - 기타,젖음/습기,차대차,수성구 범어동,0,2022,7,18,13,12.0,0.0,0.0,1.0,3.0,0.0
월요일,맑음,교차로 - 교차로안,건조,차대사람,동구 효목동,0,2022,7,18,15,4.0,1164.0,0.0,0.0,0.0,0.0
월요일,맑음,교차로 - 교차로안,젖음/습기,차대차,달성군 다사읍,0,2022,7,18,15,52.0,876.0,4.0,0.0,0.0,2.0
월요일,맑음,단일로 - 지하차도(도로)내,건조,차대차,남구 대명동,0,2022,7,18,16,62.0,5377.0,106.0,20.0,1.0,0.0
월요일,비,교차로 - 교차로안,젖음/습기,차대차,남구 이천동,0,2022,7,18,17,8.0,556.0,22.0,3.0,0.0,0.0
월요일,맑음,교차로 - 교차로횡단보도내,건조,차대사람,수성구 만촌동,0,2022,7,18,17,15.0,0.0,0.0,0.0,0.0,3.0
월요일,비,기타 - 기타,젖음/습기,차대차,달서구 상인동,0,2022,7,18,17,30.0,843.0,0.0,0.0,0.0,5.0
월요일,맑음,단일로 - 기타,건조,차대차,북구 칠성동2가,0,2022,7,18,17,3.0,268.0,20.0,20.0,0.0,0.0
월요일,맑음,교차로 - 교차로안,건조,차대차,중구 삼덕동2가,0,2022,7,18,17,3.0,150.0,9.0,16.0,0.0,0.0
월요일,맑음,단일로 - 기타,건조,차대사람,달성군 화원읍,0,2022,7,18,18,39.0,940.0,18.0,0.0,0.0,14.0
월요일,맑음,교차로 - 교차로안,건조,차대차,서구 중리동,0,2022,7,18,18,8.0,0.0,0.0,0.0,0.0,11.0
월요일,맑음,교차로 - 교차로부근,건조,차대차,북구 동천동,0,2022,7,18,18,3.0,70.0,14.0,0.0,0.0,7.0
월요일,맑음,단일로 - 기타,건조,차대차,수성구 삼덕동,0,2022,7,18,20,1.0,0.0,0.0,0.0,0.0,1.0
월요일,맑음,교차로 - 교차로부근,건조,차대차,달성군 화원읍,0,2022,7,18,20,39.0,940.0,18.0,0.0,0.0,14.0
월요일,맑음,단일로 - 기타,건조,차대차,수성구 황금동,0,2022,7,18,23,9.0,0.0,0.0,0.0,2.0,1.0
화요일,맑음,단일로 - 기타,건조,차대차,중구 동인동1가,0,2022,7,19,0,0.0,119.0,0.0,6.0,0.0,0.0
화요일,맑음,단일로 - 기타,젖음/습기,차대차,수성구 노변동,0,2022,7,19,3,0.0,0.0,0.0,0.0,1.0,1.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,0,2022,7,19,6,12.0,0.0,0.0,1.0,3.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,남구 대명동,0,2022,7,19,7,62.0,5377.0,106.0,20.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대사람,서구 비산동,0,2022,7,19,7,14.0,0.0,0.0,6.0,30.0,13.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 용계동,0,2022,7,19,8,3.0,352.0,0.0,0.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 신매동,0,2022,7,19,8,11.0,0.0,0.0,0.0,2.0,1.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 만촌동,0,2022,7,19,8,15.0,0.0,0.0,0.0,0.0,3.0
화요일,맑음,교차로 - 교차로안,건조,차대차,달서구 본동,0,2022,7,19,8,8.0,290.0,0.0,0.0,0.0,2.0
화요일,맑음,단일로 - 기타,건조,차대차,남구 봉덕동,0,2022,7,19,9,24.0,1424.0,34.0,9.0,3.0,0.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,서구 이현동,0,2022,7,19,12,3.0,0.0,0.0,0.0,0.0,1.0
화요일,맑음,교차로 - 교차로부근,건조,차대차,북구 구암동,0,2022,7,19,12,11.0,273.0,36.0,0.0,0.0,7.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 효목동,0,2022,7,19,13,4.0,1164.0,0.0,0.0,0.0,0.0
화요일,맑음,교차로 - 교차로안,건조,차대차,수성구 파동,0,2022,7,19,13,10.0,769.0,0.0,0.0,0.0,0.0
화요일,맑음,교차로 - 교차로부근,건조,차대사람,중구 봉산동,0,2022,7,19,13,4.0,214.0,18.0,11.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대사람,남구 대명동,0,2022,7,19,14,62.0,5377.0,106.0,20.0,1.0,0.0
화요일,맑음,교차로 - 교차로안,건조,차대차,달서구 신당동,0,2022,7,19,14,12.0,528.0,0.0,0.0,3.0,3.0
화요일,맑음,단일로 - 기타,젖음/습기,차대차,수성구 수성동1가,0,2022,7,19,15,4.0,0.0,0.0,0.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,달성군 다사읍,0,2022,7,19,15,52.0,876.0,4.0,0.0,0.0,2.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 범어동,0,2022,7,19,17,12.0,0.0,0.0,1.0,3.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,달서구 용산동,0,2022,7,19,17,33.0,480.0,0.0,0.0,2.0,2.0
화요일,맑음,단일로 - 기타,건조,차대차,중구 동인동4가,0,2022,7,19,18,2.0,208.0,12.0,4.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대사람,동구 신암동,0,2022,7,19,20,12.0,2064.0,0.0,0.0,1.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,중구 삼덕동2가,0,2022,7,19,20,3.0,150.0,9.0,16.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,수성구 두산동,0,2022,7,19,21,4.0,473.0,0.0,0.0,0.0,0.0
화요일,맑음,단일로 - 기타,건조,차대차,동구 동호동,0,2022,7,19,23,1.0,205.0,0.0,0.0,0.0,1.0
수요일,맑음,교차로 - 교차로부근,건조,차대사람,수성구 범어동,0,2022,7,20,0,12.0,0.0,0.0,1.0,3.0,0.0
수요일,맑음,교차로 - 교차로안,건조,차대차,달성군 화원읍,0,2022,7,20,7,39.0,940.0,18.0,0.0,0.0,14.0
수요일,맑음,단일로 - 기타,건조,차량단독,북구 대현동,0,2022,7,20,7,4.0,332.0,9.0,8.0,9.0,0.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,달서구 도원동,0,2022,7,20,8,13.0,91.0,0.0,0.0,0.0,2.0
수요일,맑음,단일로 - 기타,건조,차대사람,동구 입석동,0,2022,7,20,9,2.0,325.0,0.0,0.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대사람,달서구 상인동,0,2022,7,20,9,30.0,843.0,0.0,0.0,0.0,5.0
수요일,맑음,기타 - 기타,건조,차대사람,달서구 진천동,0,2022,7,20,9,9.0,627.0,0.0,0.0,1.0,3.0
수요일,맑음,기타 - 기타,건조,차대사람,달성군 화원읍,0,2022,7,20,9,39.0,940.0,18.0,0.0,0.0,14.0
수요일,맑음,기타 - 기타,건조,차대차,중구 대봉동,0,2022,7,20,9,3.0,637.0,0.0,5.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대사람,중구 남일동,0,2022,7,20,10,1.0,26.0,1.0,2.0,0.0,0.0
수요일,맑음,교차로 - 교차로횡단보도내,건조,차대차,동구 봉무동,0,2022,7,20,11,3.0,137.0,0.0,0.0,0.0,0.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,수성구 만촌동,0,2022,7,20,11,15.0,0.0,0.0,0.0,0.0,3.0
수요일,맑음,단일로 - 기타,건조,차대차,중구 대신동,0,2022,7,20,11,5.0,391.0,13.0,11.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,달서구 성당동,0,2022,7,20,11,6.0,46.0,0.0,0.0,1.0,2.0
수요일,맑음,단일로 - 기타,건조,차대차,동구 지묘동,0,2022,7,20,13,5.0,169.0,0.0,0.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,남구 대명동,0,2022,7,20,14,62.0,5377.0,106.0,20.0,1.0,0.0
수요일,맑음,기타 - 기타,건조,차대사람,달성군 화원읍,0,2022,7,20,14,39.0,940.0,18.0,0.0,0.0,14.0
수요일,맑음,단일로 - 기타,건조,차량단독,서구 비산동,0,2022,7,20,14,14.0,0.0,0.0,6.0,30.0,13.0
수요일,맑음,교차로 - 교차로부근,건조,차대차,중구 남산동,0,2022,7,20,14,12.0,1474.0,61.0,12.0,0.0,0.0
수요일,맑음,단일로 - 기타,건조,차대차,달서구 파호동,0,2022,7,20,14,6.0,37.0,0.0,0.0,0.0,1.0
